B B B A B B G C F XXX NA NA B A wk
C C C B C C M I F XXX NA NA B A wk
E E D D E E M N F A A 0 C B wk
D D C C D D L J F A A 0 C B wk
E E C E E E P N F A A 0 C B wk
E E C D E E P P F A A 0 C B wk
E E C E E E P P F A A 0 C B wk
E E C D D E N N F A A 0 C B wk
E E C D E E N P F A A 0 C B wk
E E C D D E N N F A A 0 C B wk
D D C D D E N N F A A 0 C B wk
E E C D D E N N F A A 0 C B wk
E E D C D E G J F A A 0 C B wk
E E C D D E N L F A A 0 C B wk
E E D D D E J L F A A 0 C B wk
E E C D D E N L F A A 0 C C wk
E E C D D E J K F A A 0 C C wk
D E C C D D F C F A A B C C wk
D D C D D E K J F A A B C C wk
E E C D D E N N F A A B D C wk
D D C C D D L F F A A B D C wk
D D C D D E P P F A A B D C wk
E E C E E E Q Q F A A B D C wk
