_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
24.372731202881784	22.747882456023003 	1.6248487468587811	48.45419831459555	43.05001505717368	20.896451497714875	11.804355630925585	-11.707297632298747	0	14	94.7828435667625	0	1.1	1.1	24.372731202881784	1.6248487468587811		dr
29.98331395379512	27.984426356875442 	1.9988875969196762	56.10502336241679	53.43335558131182	30.61225554776278	10.370776389648501	-16.514152415522616	0	14	116.60177648698102	0	1.1	1.1	27.17802257833845	1.8118681718892287		dr
16.671417706209105	22.733383918933953 	-6.0619662127248475	41.50592873343699	39.59871999412233	29.382197982617008	6.891225034502952	-18.05789471999588	1	21	97.24993661955311	8	1	0	23.675820954295336	-0.8127432896487967		dr
45.563592294459845	42.5260194748292 	3.037572819630647	58.03021445866387	55.1525194528513	48.533337431641016	6.755799606262109	-8.541278279402292	0	14	177.19174781178828	8	1	0	29.147763789336466	0.14983573767106417		dr
9.741621879704486	9.30542824288252 	0.4361936368219652	24.22708153745642	22.84257534950638	8.015003340765675	11.045120630242575	-12.022505004775477	1	15	40.590091165435354	8.5	1	0	25.266535407410068	0.2071073175012444		dr
29.240067890632403	27.290730031256917 	1.9493378593754862	53.18001440990301	50.28413138282056	23.03006728281444	10.870368704072568	-3.9816479813382557	0	14	113.71137513023713	8.5	1	0	25.928790821280458	0.49747907448028467		dr
64.27102042402413	59.98628572908919 	4.28473469493494	70.027278916528	69.44671103817966	65.20323400855418	11.496846432101876	-11.49672342174479	0	14	249.94285720453826	8.5	1	0	31.406252193100983	1.0385155916880926		dr
61.02679839848849	56.95834517192259 	4.0684532265659	67.40599973206083	66.1985446624444	60.76725275780804	7.11774756165844	-5.306377284462165	0	14	237.32643821634412	8.5	1	0	35.10882046877442	1.4172577960478185		dr
61.21561119126164	57.13457044517752 	4.081040746084113	68.23266331932851	67.87680022772464	61.33501554202085	5.616774246320546	-4.248027604808321	0	14	238.06071018823968	8.5	1	0	38.00957499349522	1.7132336793851846		dr
47.79352942763222	44.607294132456744 	3.1862352951754787	62.58905339304016	61.197328394697486	47.85668956226564	4.368196344509471	-9.599032735906071	0	14	185.8637255519031	8.5	1	0	38.987970436908924	1.860533840964214		dr
13.693069770886169	23.397001366508878 	-9.70393159562271	50.13299059872493	46.94008379866033	23.85112686541499	11.856797793390996	-6.838167823693226	1	26	98.89439278973343	9	0.6666666666666666	0	36.68843401272503	0.8092188012744937		dr
27.53051793488536	25.695150072559663 	1.8353678623256968	45.42705524298988	42.38072509728903	27.4249785148998	1.9879118819209438	-7.151078555181591	0	14	107.06312530233195	9	0.6666666666666666	0	35.92527433957173	0.8947312230287606		dr
2.1568758915398507	6.974808693378985 	-4.8179328018391345	14.82358362635435	13.889890752087206	8.280376839491783	5.92943345431356	-6.532645443640886	0	51	30.555741796814548	12.5	0.5	0	33.32770522818466	0.4552955288081533		dr
57.7345725174538	53.88560101629021 	3.8489715011635894	71.26573642926049	70.85951793421982	63.849051468859976	15.545385533400179	-5.831007283739865	0	14	224.52333756787587	12.5	0.5	0	35.071052891703886	0.6977009554049702		dr
68.42378133878749	63.862195916201664 	4.5615854225858286	75.08595674237212	73.92482041415792	68.48135564317272	5.888746522542036	-9.215247640162389	0	14	266.09248298417356	12.5	0.5	0	37.29456812150946	0.9552932532170274		dr
50.93538182542971	47.539689703734396 	3.395692121695312	71.60239257401679	70.35173833942571	56.328942914389	3.0935224973848463	-11.858723831125332	0	14	198.08204043222665	12.5	0.5	0	38.14711897800447	1.1078181824969202		dr
15.98996035292997	22.141255757730537 	-6.1512954048005675	41.50551365250946	39.598325377690905	23.717440136176652	14.82340008369368	-2.7568913918165308	1	17	75.50814611105818	9	0.6	0	36.84375670594127	0.6808115008911857		dr
