_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
3.44032169239376	3.5315703901868507 	-0.09124869779309064	10.423062676540722	6.633452944572759	3.053654456493247	0.4628490774856452	-0.43392091996562615	0	114	108.94352025913572	20	0	1.1	3.44032169239376	-0.09124869779309064		wk
5.625819380940277	4.804921425493904 	0.8208979554463722	8.710846314396855	7.414248824326019	6.298812363245572	0.5104432354079295	-0.48123351813294307	0	61	95.32638395482135	15	0.5	0	4.533070536667019	0.3648246288266408		wk
1.9928613647107625	1.5602779488662328 	0.43258341584452964	3.229641998253206	2.5903704974771977	1.8890855483039508	0.11460627416767205	-0.08369627592365139	0	150	83.03589019628177	24.5	0.25	0	3.6863341460149335	0.3874108911659371		wk
3.301237999594483	3.0265864629715025 	0.2746515366229807	5.9231293467265544	5.197967441513318	3.777959854969717	0.4006780539953114	-0.4997640386247513	0	91	83.447960545305	24.5	0.25	0	3.590060109409821	0.359221052530198		wk
3.5498811207076573	3.6385187356734487 	-0.08863761496579148	8.156449630417029	6.836712802737163	3.676936174080417	0.3319779139683125	-0.5117909166668027	0	100	98.60780890854603	24.5	0.25	0	3.582024311669388	0.2696493190310001		wk
3.693510565082552	4.176344619990866 	-0.4828340549083139	12.68601589948968	7.806701214147044	3.935596275928741	0.6965604346927624	-0.7672339709100285	0	99	101.5715405397702	24.5	0.3333333333333333	0	3.6006053539049154	0.14423542337444775		wk
4.384012752210575	3.974203897216941 	0.40980885499363406	10.551834856720065	6.835469671163149	3.243783233377576	0.9250494489813413	-0.730805162334249	0	80	97.42250560467944	24.5	0.3333333333333333	0	3.7125206965200093	0.1821744850343315		wk
2.8755306617218857	3.126426050617436 	-0.2508953888955503	6.023845078972733	5.049871411933382	3.115263244043881	0	-0.28952426687396504	0	106	84.66840281736664	24.5	0.3333333333333333	0	3.607896942170244	0.1280407507930963		wk
6.49002181624691	5.53191555041843 	0.95810626582848	16.037517237330853	9.894977640091685	6.038716336573983	0.6641648057516344	-1.2833843338197573	0	60	108.16703027078182	24.5	0.3333333333333333	0	3.9281330392898735	0.22027025246369447		wk
4.480104656843116	4.247770513949741 	0.23233414289337517	8.415753504107597	7.1630207106402475	5.476946803707227	0.42260926683144184	-0.572668476522803	0	65	80.89077852633403	19.5	0.375	0	3.983330201045198	0.22147664150666255		wk
7.684847026996152	6.438821951676882 	1.2460250753192703	15.33144923563329	10.623833858947341	6.922048336623591	0.9217253837929242	-0.8970769269069923	1	52	111.00334594549999	20	0.3333333333333333	0	4.319831730677103	0.3146174082168996		wk
6.733914924497355	5.911253243235216 	0.8226616812621383	13.663939038720915	10.860320453332802	6.58481567229928	1.242176276247356	-1.1134173004034968	0	62	115.97297925523222	20	0.3	0	4.521005330162124	0.35695443097066953		wk
4.792649744849121	4.58480124893008 	0.2078484959190412	11.656389413628547	7.216297359146206	4.996251331905035	0.45668498263792506	-1.4345034382725794	0	60	79.87749574748534	20	0.2727272727272727	0	4.541901054368816	0.3454847436590058		wk
9.311674614342172	6.471810794307787 	2.8398638200343846	14.977933079691558	8.62908105907705	6.0112525028126065	1.1199861649960634	-0.09276624234046833	0	35	90.53016986166	20	0.2727272727272727	0	4.882599165795484	0.5236546776858185		wk
