D D D C C C H C T A A A C C dr
A A C A A A D M F A A A B B dr
A A B A A A P M F A A A A B dr
A A B A A A N P F A A A A B dr
A A B A A A L L F A A A A B dr
A A B A A A N N F A A A A A dr
A A B A A A K K F A A A A A dr
D B E A A B G D F A A A A B dr
A A B A A A M O F A A A A B dr
A A B A A A K P F A A A A B dr
A A B A A A D L F A A A A B dr
A A B A A A C N F A A A A B dr
A A B A A A R K F A A A A B dr
A A C A A A L C F A A A A B dr
B B E A A A C L F A A A A B dr
A A B A A A N O F A A A A B dr
A A B A A A M P F A A A A B dr
A A B A A A L L F A A A A B dr
A A B A A A O I F A A A A B dr
B B E A A B F F F A A A A B dr
A A C A A A L C F A A A A B dr
A A C A A A A C F A A A A B dr
A A B A A A P L F A A A A B dr
A A B A A A K P F A A A A B dr
A A B A A A K K F A A A A B dr
A A B A A A P P F A A A A B dr
A A C A A A J K F A A A A B dr
B B C A A B C G F A A A A B dr
C B E A A B G L T B A A A B dr
A A C A A A J F F B A A A B dr
D B E A A B C B T B B A A B dr
A A B A A A J F F B B A A B dr
B B D A A B G F F B B A A B dr
A A B A A A J F F B B A A B dr
A A B A A A J C F B B A A B dr
B B D A A B G C F B B A A B dr
C C C C C C Q K F B B A A B dr
