_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
46.12844792462421	42.833558787151055 	3.294889137473156	65.22906862405388	60.46720646182046	50.404280297839044	16.524323159317426	-8.894872991956227	0	13	166.57495083892076	0	1.1	1.1	46.12844792462421	3.294889137473156		dr
59.70305637617072	53.73275073855365 	5.970305637617074	62.39292032895681	62.34995095997973	59.43437245535238	3.100213027313629	-3.0937952653902627	0	9	149.2576409404268	0	1.1	1.1	52.915752150397466	4.632597387545115		dr
33.06830528863855	33.27449822713516 	-0.20619293849661346	59.838280517644954	56.75302808300298	32.85973747782979	7.146312181821691	-12.246944809634783	0	15	137.78460536932727	0	1.1	1.1	46.29993652981116	3.0196672788645387		dr
35.092137897187854	32.898879278613606 	2.193258618574248	41.70224892391879	40.65452536204872	32.85971178592326	9.087838838855347	-6.137669288661236	0	15	146.21724123828272	0	1.1	1.1	43.497986871655336	2.813065113791966		dr
52.27553552296862	47.523214111789656 	4.752321411178961	59.43413770849005	59.434128314835014	54.85145540299153	9.075022720836252	-3.1002098412595913	0	10	145.20982089713505	0	1.1	1.1	45.253496601917995	3.200916373269365		dr
11.265561356475198	32.1390937580189 	-20.873532401543706	56.333909529057344	54.357281124265	35.57931127873493	10.769571440066702	-16.606432109281887	1	43	134.56087175789818	30	0	1.1	39.58884072767753	-0.8114917558661467		dr
11.320939103278334	26.734038349926312 	-15.413099246647977	44.18212011089942	44.11571893866173	28.20876485917438	12.159318069741555	-5.607467073637368	1	49	154.090560016844	30	0	1.1	35.55056906704907	-2.897435683120694		dr
46.29344933578195	42.435661891133456 	3.857787444648494	52.18182800728133	49.48439593432838	48.09002001910189	3.9078969421498826	-4.091807983081004	0	11	141.45220630377818	30	0	1.1	36.89342910064068	-2.0530327921495455		dr
25.890202432414473	30.24812901016833 	-4.357926577753858	52.18183479847909	49.45395828229325	32.06001334776741	16.030006676432922	-15.028131257881256	0	20	143.83445795785818	30	0	1.1	35.670848359726655	-2.309132101661136		dr
54.82276517427013	49.34048865684312 	5.48227651742701	64.12002669553482	60.21670909793978	56.10502335986757	7.936701307750923	-8.327555545108375	0	9	137.0569129356753	30	0	1.1	37.586040041181	-1.5299912397523212		dr
48.90148223707754	44.45589294279776 	4.4455892942797774	56.10502336241679	56.105023360717304	50.09377085747984	8.015003343314895	-8.114622146616597	0	10	135.8374506585487	30	0	1.1	38.61471660444432	-0.9867566457494031		dr
18.3656531774467	20.275691293835255 	-1.9100381163885558	32.06001335031662	32.06001334861715	19.29437560094639	12.022505007324689	-7.79677557765562	0	24	122.43768784964466	30	0	1.1	36.92729465219452	-1.063696768302666		dr
