_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
4.537413469044169	5.102043790566913 	-0.5646303215227446	8.894994396154223	8.199333014303784	5.929995325507502	5.929996262845423	-4.192160973799767	0	15	18.905889454350703	6	1	0	4.537413469044169	-0.5646303215227446		wk
5.892399071292517	5.762591381373291 	0.1298076899192262	9.756072843740364	8.974880339104475	7.157157073932291	6.7910756515417425	-5.674659262133714	0	14	22.914885277248676	6	1	0	5.214906270168343	-0.2174113158017592		wk
6.878512948466354	6.419945418568597 	0.4585675298977572	12.02250500222626	11.250645984772362	5.929998146951064	9.057508284354997	-9.008355885651829	0	14	26.749772577369153	6	1	0	5.769441829601013	0.007914966098079587		wk
6.549036757086652	6.337251276834548 	0.21178548025210375	11.859986882801357	9.883323344073533	5.929995321735367	4.4474950796359485	-5.929993437628557	0	14	25.4684762775592	6	1	0	5.964340561472422	0.05888259463658563		wk
8.98139432559375	8.382634703887499 	0.5987596217062503	24.227128067247953	16.21078587146435	8.280426061840252	4.538347611233772	-11.844403527427554	0	14	34.92764459953125	6	1	0	6.567751314296688	0.16685800005051857		wk
6.891949420512959	6.758366031627658 	0.13358338888530064	17.091706065533142	13.79211339508855	8.015003335667245	14.314396027083538	-12.10658800202713	0	15	28.716455918803995	4	1	0.5	6.621784331999399	0.16131223152298224		wk
6.23708026718995	5.928810908027777 	0.308269359162173	12.022505007324693	10.863622973708665	4.985125203393233	4.007501671657445	-9.057477699779572	0	13	22.522789853741486	4	1	0.5	6.566826608455193	0.1823061069000095		wk
3.5070688763678457	4.046695613639536 	-0.5396267372716905	8.545860212482602	8.545859887633533	3.486271311273969	3.005626249919261	-4.538358543374371	0	17	16.56115858284816	4	1	0.5	6.184356891944274	0.09206450137854699		wk
2.2973852885759736	1.4723588607520561 	0.8250264278239174	4.643840528089488	2.206844727364671	0.9883468270022625	0.975645101605805	-0.08236223490243207	0	16	10.210601282559882	4	1	0.5	5.752471158236685	0.17350471542803259		wk
9.276980893732354	8.658515500816861 	0.6184653929154926	17.790257009984067	14.056454125513694	9.325662512365327	8.895127095238818	-11.86017133873187	0	14	36.07714792007027	4	1	0.5	6.104922131786251	0.2180007831767786		wk
7.4653438819172635	6.932105033208886 	0.5332388487083772	14.825211825397993	13.068105762408734	5.930085671252196	7.667979893038966	-8.895127099010915	0	13	26.958186240256783	4	1	0.5	6.228596836343616	0.24665878913419667		wk
1.489486223983937	1.5216096050197163 	-0.032123381035779275	4.985133183069741	3.638406441622772	1.3358338897027435	1.4825214178130517	-2.9650428356261034	0	14	5.792446426604199	4	1	0.5	5.833670951980309	0.223426941620032		wk
6.178053917549905	9.034478478463082 	-2.8564245609131778	19.512406960587278	16.893336608183464	10.73586076321106	2.1341695918786385	-7.157238951418559	0	13	22.30963914670799	4	1	0.5	5.8601619493318164	-0.013484712420984138		wk
7.224291364462039	7.046250833819269 	0.17804053064276992	11.860192046524856	11.230218215579228	7.157238171682049	5.930096027034587	-4.985135697218965	1	14	28.094466417352375	4	1	0.5	5.95759976469826	0.00019566208356972377		wk
5.730089298212127	5.8094732141471965 	-0.0793839159350691	8.545866256768935	8.545865385257441	8.015003335667245	4.538362298335033	-6.053295697907072	0	14	22.283680604158274	4	1	0.5	5.942432400265852	-0.005109643117672865		wk
1.6727428934258923	1.7863922653283584 	-0.11364937190246605	4.878119436504898	3.2958321742967285	1.0018754172770576	0.4353088836983341	-1.9381220096139202	0	16	7.4344128596706325	4	1	0.5	5.675576806088354	-0.011893376166722439		wk
1.4173040685329015	1.8354253052071838 	-0.41812123667428236	8.015003335667245	3.6708506104143677	1.335833888853005	2.226389815604747	-6.353288728944393	0	12	4.724346895109671	4	1	0.5	5.425090174467445	-0.03578913266716714		wk
17.930243878765424	16.73489428684773 	1.1953495919176937	38.19199612864291	34.47428867896631	14.634932633958602	34.1844944620839	-23.23659239221127	0	14	69.72872619519887	4	1	0.5	6.119820935817333	0.03260746314310291		wk
14.016023016789067	13.08162148233646 	0.934401534452606	26.685360107340287	25.6970054360004	14.56982689446957	14.82519299220602	-13.782738404967219	1	14	54.50675617640192	3	1	0.6666666666666666	6.535410519026371	0.08007030900149781		wk
15.060726974526501	14.512251976773522 	0.5484749977529795	35.58046320090887	26.813130564165203	14.825193003523198	20.755270197385677	-14.825192995976682	1	14	58.56949378982528	3	1	0.6666666666666666	6.961676341801377	0.1034905434390719		wk
0.3912164683421696	2.0864878311582378 	-1.6952713628160683	12.518926986949428	4.1729756623164755	0	12.518926986949428	-12.518926986949428	0	32	3.477479718597063	3	1	0.6666666666666666	6.6487973002080825	0.017835214569779503		wk
4.875954766542093	6.66233016889736 	-1.786375402355267	16.853097786126376	14.21376467339528	4.985128982770322	8.420332412369504	-11.867966842019035	0	17	23.02534195311544	3	1	0.6666666666666666	6.56821354867781	-0.06417435892681352		wk
19.810988526422317	18.49025595799416 	1.3207325684281557	28.20877039611938	25.4973690825307	20.863611794732442	12.082831483947702	-11.906855953973825	0	14	77.042733158309	3	1	0.6666666666666666	7.143986373797136	-0.0039610142592061606		wk
15.842420347868199	14.786258991343649 	1.0561613565245498	28.84912434027993	25.705292581127424	16.27506084273038	19.638093120953208	-10.617155393468463	0	14	61.609412463931875	3	1	0.6666666666666666	7.506421122716763	0.040210751190117		wk
