_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
83.29690004517578	78.09084379235229 	5.206056252823487	91.57179184946412	90.7149573191955	83.25322182019484	7.033422196597655	-9.833109615426409	0	15	347.07041685489907	0	1.1	1.1	83.29690004517578	5.206056252823487		dr
69.52832508511734	64.89310341277617 	4.635221672341174	75.44009174794685	74.34801998550334	68.71101987651821	5.806481539098371	-4.682179224192396	0	14	270.3879308865674	0	1.1	1.1	76.41261256514656	4.920638962582331		dr
79.33640030247275	74.04730694897457 	5.289093353498188	83.99937072217041	83.25516651685639	78.84297140787888	6.832675938777953	-5.938183660952689	0	14	308.5304456207274	0	1.1	1.1	77.38720847758863	5.043457092887617		dr
79.55413865210825	74.25052940863436 	5.303609243473886	84.93135249186452	82.80552166348981	79.75376673314017	8.047629424591634	-5.747477667720489	0	14	309.3772058693099	0	1.1	1.1	77.92894102121853	5.108495130534184		dr
81.4741371390723	76.04252799646747 	5.431609142604827	86.10175578479242	84.59727331999208	81.7509020527209	5.908580987709314	-8.90707817863489	0	14	316.84386665194785	0	1.1	1.1	78.63798024478929	5.173117932948313		dr
80.7716037380701	75.00220347106509 	5.769400267005011	84.66438325992412	84.11821742388167	80.56388132552824	6.5388952418824005	-6.21958914407314	0	13	291.6752357208087	0	1.1	1.1	78.99358416033608	5.272498321957762		dr
68.18384729711724	63.63825747730941 	4.54558981980783	77.2991857801466	76.27624656267893	71.53811015173397	5.92945657598456	-11.876185042652068	0	14	265.1594061554559	0	1.1	1.1	77.44933603701911	5.168654250222057		dr
52.710906976047575	49.19684651097774 	3.514060465069832	71.63169689280517	70.3287488440166	54.14052408351364	11.944001890924326	-3.928998552707874	0	14	204.98686046240724	0	1.1	1.1	74.35703240439767	4.96183002707803		dr
93.47549047113067	87.24379110638864 	6.231699364742028	104.8695941542864	103.197568909766	93.84508555371707	8.945184217298873	-7.091606174618747	0	14	363.51579627661926	0	1.1	1.1	76.48130552292356	5.102926620151807		dr
119.82000426274257	111.83200397855971 	7.98800028418286	128.5489362374251	128.40025665361364	120.37157469213017	8.17736432505393	-4.1853622788684675	0	14	465.9666832439989	0	1.1	1.1	80.81517539690546	5.391433986554913		dr
127.37623150256218	118.88448273572472 	8.49174876683746	133.4416368935668	132.46831987203464	126.59162101619526	6.651626003706355	-6.95950598821436	0	14	495.3520113988529	0	1.1	1.1	85.04799867923789	5.673280784762417		dr
128.85523067105498	120.2648819596513 	8.590348711403678	133.0816208294784	132.83995979960798	128.86703935134486	9.26346097546579	-5.637814228849209	0	14	501.10367483188054	0	1.1	1.1	88.69860134522264	5.916369778649188		dr
128.32208633395044	119.76728057835375 	8.55480575559669	131.5983930294599	130.38560779231832	128.72201741687223	5.749118846071099	-3.9288724661290644	0	14	499.03033574314054	0	1.1	1.1	91.74656172897093	6.119326392260534		dr
127.69620159146302	119.1831214853655 	8.513080106097519	131.76895617487997	131.4595865908217	127.3690901891205	6.842666631059643	-9.688571278402321	0	14	496.5963395223562	0	1.1	1.1	94.31439314772037	6.290308800391748		dr
126.56777960061906	118.12992762724448 	8.437851973374578	130.23746108780725	129.4951777153706	127.08673936618732	4.306128744084205	-3.8097455159042397	0	14	492.20803178018525	0	1.1	1.1	96.46461891124696	6.43347834525727		dr
126.8125449981949	118.35837533164857 	8.45416966654632	130.99201736143684	130.61027165506823	126.48103337298897	4.524496158343823	-7.872402708148016	0	14	493.15989721520236	0	1.1	1.1	98.3613642916812	6.5597715528378355		dr
128.23211857951847	119.68331067421728 	8.548807905301189	130.99196301916936	130.62295137114663	128.3200361761683	6.220083972834459	-6.105304229771548	0	14	498.68046114257186	0	1.1	1.1	100.1184674850834	6.676773691218033		dr
128.4472670134885	119.88411587925593 	8.56315113423257	130.82377011652645	130.32650792579528	128.73536422240304	4.874938064306519	-4.461848560759222	0	14	499.5171494968997	0	1.1	1.1	101.6922896811059	6.781572438052174		dr
127.03138379381326	118.5626248742257 	8.468758919587557	130.6438250591099	130.1101506526024	127.33821845669853	9.53826989059668	-4.550479257954393	0	14	494.01093697594047	0	1.1	1.1	103.02592621335366	6.870371726554035		dr
127.23045312097425	118.74842291290929 	8.482030208064955	134.9956654207543	132.45933502963427	126.91075800809624	8.261628919157843	-6.982853283172446	0	14	494.78509547045536	0	1.1	1.1	104.23615255873469	6.950954650629581		dr
128.8639745957489	120.2730429560323 	8.590931639716615	134.77301338841698	134.2584080964987	127.99088876094648	8.732520054099496	-11.897049785098147	0	14	501.13767898346805	0	1.1	1.1	105.4089059890687	7.029048792967059		dr
127.522061536095	119.02059076702199 	8.50147076907301	136.42509927236853	132.12874164408285	127.55026689829089	8.5232024826267	-11.977126184174082	0	14	495.919128195925	0	1.1	1.1	106.41404942302444	7.095977064608237		dr
128.04432039538838	119.50803236902917 	8.536288026359216	132.54673782016167	131.1253642082109	128.27436702771178	4.041814088906989	-8.172559315711638	0	14	497.9501348709548	0	1.1	1.1	107.35449598704027	7.15859928033654		dr
130.1232380741167	121.44835553584223 	8.674882538274474	136.7707649434303	136.46999744241006	128.46287174744032	12.175318177992978	-8.393542116872254	0	14	506.03481473267595	0	1.1	1.1	108.30319357400178	7.221777749417288		dr
126.59471533593668	118.15506764687424 	8.43964768906244	144.30055186899736	138.99068356727537	124.26796112706717	20.068000144486717	-23.82178318941594	0	14	492.31278186197596	0	1.1	1.1	109.03485444447917	7.270492547003093		dr
128.89366370438447	120.30075279075885 	8.592910913625616	136.28733591060958	134.98507129129914	128.3257707054198	8.048261122492164	-12.009223128535467	0	14	501.25313662816177	0	1.1	1.1	109.79865480062936	7.3213547918731905		dr
127.47413109251534	118.97585568634764 	8.498275406167693	132.28080911346694	132.25863974715676	128.30860631181477	8.115544494532898	-7.873475486872891	0	14	495.73273202644856	0	1.1	1.1	110.45330207069922	7.364944444254468		dr
122.93811890833155	114.74224431444277 	8.195874593888774	132.38050630955485	129.7116045342855	124.26794526275782	12.430935937059957	-16.0104484155043	0	14	478.0926846435116	0	1.1	1.1	110.89918838632896	7.394620521027122		dr
120.66229205556138	112.61813925185727 	8.044152803704108	128.54827601768324	128.49122219147756	122.31959276812029	31.957655141400096	-23.671008403659258	0	14	469.2422468827387	0	1.1	1.1	111.23584713354387	7.4170181859470175		dr
123.16769928224647	114.95651933009668 	8.211179952149791	136.54512368698755	135.0377448322099	124.23255172705987	12.054765493997095	-20.072889224575036	0	14	478.98549720873626	0	1.1	1.1	111.63357553850061	7.443490244820443		dr
130.97494382495694	122.24328090329315 	8.731662921663784	148.39609568019006	140.57048755748337	132.53080647443454	24.128165474262914	-20.289745434855718	0	14	509.34700376372143	0	1.1	1.1	112.25749064451533	7.48504420213797		dr
127.5476562979606	119.04447921142989 	8.503177086530712	132.3222223311584	130.6545851750052	128.4418473139405	6.588302712667229	-9.200484188033371	0	14	496.0186633809579	0	1.1	1.1	112.7353083211855	7.516860854775243		dr
