_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
14.050573680425483	18.00887140213185 	-3.9582977217063657	35.57228583983181	32.697814473312256	19.50385427417762	5.928714303495333	-5.6590569421541765	0	26	101.47636546973959	0	1.1	1.1	14.050573680425483	-3.9582977217063657		dr
12.147907837995861	23.330329986184175 	-11.182422148188314	60.11252503152502	44.30020919017829	25.197031801351873	28.05251168630683	-28.052511683757608	1	30	101.23256531663218	11	0	1.1	13.099240759210673	-7.57035993494734		dr
32.348112875451676	29.4073753413197 	2.9407375341319764	36.55156365035124	36.5515568811498	32.196773323033995	4.354790154150265	-8.376550917416338	0	10	89.85586909847687	11	0	1.1	19.515531464624342	-4.0666607785875675		dr
43.33524192368115	38.52021504327214 	4.815026880409015	48.18130392167111	45.71339410367108	44.33075861416958	4.294925772258715	-3.9975709557963057	0	8	96.30053760818033	11	0	1.1	25.470459079388544	-1.8462388638384222		dr
36.14884802069448	32.53396321862503 	3.6148848020694473	48.45412782426469	42.904552616900425	36.18913986430369	3.885876821680178	-8.26961448381195	0	9	90.37212005173619	11	0	1.1	27.60613686764973	-0.7540141306568483		dr
20.92762690914761	25.11512918839935 	-4.187502279251742	42.938331488641154	39.836161165700695	30.709645857969896	8.000805800281078	-8.015003338216461	0	17	98.8249048487526	11	0	1.1	26.493051874566046	-1.326262155422664		dr
49.61088886857716	43.40952776000501 	6.201361108572151	58.03006358733945	53.01102736958043	48.72276056184024	9.307303025499209	-9.124566756696936	0	7	96.46561724445559	11	0	1.1	29.795600016567636	-0.25088740342340465		dr
50.98116185114092	44.6085166197483 	6.372645231392617	56.80556747855273	55.617293643998146	50.32269110530042	8.48792611580393	-10.297629177672299	0	7	99.130036932774	11	0	1.1	32.4437952458893	0.5770541759285981		dr
17.697024549657623	17.79441902773699 	-0.09739447807936585	32.60368988836009	27.137991182470284	20.037508342991934	8.55867987880914	-12.566181545368153	0	19	93.40096290097078	11	0	1.1	30.805265168530223	0.5021154365943798		dr
38.871377733500886	34.984239960150795 	3.8871377733500907	47.60372591334138	45.81352057527706	38.74848838596183	8.819738245047326	-6.600550498763681	0	9	97.17844433375221	11	0	1.1	31.611876425027287	0.8406176702699509		dr
52.203396399081804	45.67797184919658 	6.525424549885223	53.51439066032964	53.514376581579135	53.364138654148405	3.114942373488141	-2.955853630984997	0	7	101.50660410932574	11	0	1.1	33.483832786304966	1.357418295689521		dr
51.015123766683494	44.63823329584806 	6.376890470835434	56.32885772907581	53.364175362268846	50.399488285522374	5.929353438811411	-5.256966787671743	0	7	99.19607399077346	11	0	1.1	34.94477370133651	1.7757076436183474		dr
58.845704877201584	50.439175609029924 	8.40652926817166	65.22290860573669	61.315091737817816	57.882391222437505	5.7940858626056695	-3.771724266243837e-9	0	6	98.07617479533597	11	0	1.1	36.783306868710746	2.2857708455070638		dr
61.71686905332258	51.43072421110215 	10.28614484222043	68.18762957061973	64.32061431909065	62.3871017600973	8.894038640625595	-11.858718191272942	0	5	85.71787368517026	11	0	1.1	38.564275596183016	2.85722613098659		dr
64.77852576070886	53.9821048005907 	10.796420960118162	68.18762957061973	66.41572586832741	65.34595591692528	0.3676362005119387	-3.455291995531013	0	5	89.97017466765118	11	0	1.1	40.311892273818074	3.386505786262028		dr
63.51810137174104	52.93175114311754 	10.586350228623502	68.305362092167	65.34617671698496	62.38717080169497	5.918191290472031	-9.011705272185608	0	5	88.21958523852922	11	0	1.1	41.76228034243826	3.83649606390962		dr
66.48399525955374	55.40332938296145 	11.080665876592285	74.11711808367123	69.21518526595652	65.2230432018885	11.729897973011632	-5.918174401650248	0	5	92.33888230493575	11	0	1.1	43.21649886697446	4.262623699949777		dr
58.82877880462994	50.42466754682565 	8.404111257804288	63.98382906626864	62.21759347985346	60.51667302167287	2.561329865086549	-8.662933127248259	0	6	98.04796467438322	11	0	1.1	44.08384775239976	4.492706342052805		dr
4.353037935717763	19.772631539078585 	-15.419593603360822	47.60419110279493	38.89466968580686	20.323421976117036	13.101198349269605	-16.957558958321794	0	73	88.26993591872132	33.5	0	1.1	41.992752498890184	3.4446905554520875		dr
47.919167275576235	41.9292713661292 	5.989895909447036	54.2373004094366	52.65804476531633	48.77652855556489	6.970612786243066	-2.6265799454612093	0	7	93.17615859139823	33.5	0	1.1	42.28907323772449	3.571950823151835		dr
53.82806500625803	46.13834143393545 	7.689723572322578	57.25866811716374	56.540804006692134	54.966193401641156	6.698565480444387	-7.141746883977632	0	6	89.71344167709671	33.5	0	1.1	42.838549036226084	3.768035239779013		dr
55.660567107555266	47.70905752076167 	7.951509586793598	63.45680076782251	59.07005595334692	55.74124154750521	11.788791989189342	-4.826553129598111	0	6	92.76761184592544	33.5	0	1.1	43.42136803946832	3.9581931646433124		dr
57.19223238557885	49.0219134733533 	8.170318912225547	64.73397755273534	60.575080508851265	56.61158373414426	7.511867190355538	-7.928308393150424	0	6	95.32038730929807	33.5	0	1.1	44.02010127190791	4.141329066712106		dr
56.24846018762462	48.212965875106825 	8.035494312517798	60.18559710904508	57.67353730913768	56.30040675382955	3.7680890076174904	-8.003778058747471	0	6	93.74743364604103	33.5	0	1.1	44.529616226729445	4.30358595195401		dr
