D D D A C E A A F A A 0 D C dr
F E D D E E P M F A A 0 D D dr
B B C A A A G F F A A 0 C C dr
B B C A A A I M T A A 0 C C dr
B B C A A B G J F A A 0 C C dr
B B D A A B M G T A A 0 C C dr
C B E A B B M J T A A 0 C C dr
A A C A A A G G F A A 0 B C dr
A A C A A A J I F A A 0 B C dr
A A C A A A I J F A A 0 B C dr
A A C A A A K J F A A 0 B C dr
F E D C D F Q G F A A 0 B C dr
A A C A A A J M F A A 0 B C dr
A A C A A A J G F A A 0 B C dr
A A C A A A H D F A A 0 B C dr
A A C A A A D K F A A 0 A C dr
A A C A A A F B F A A 0 A C dr
F E E B C F Q B F A A 0 A C dr
F F D E E F R P F A A 0 B C dr
A A C A A A D J F A A 0 B C dr
B B C A A B G C F A A 0 B C dr
B B C A A B I M F A A 0 B C dr
B B E A A B I D T A A 0 B C dr
A A C A A A F L F A A 0 B C dr
A A C A A A G F F A A 0 B C dr
A A C A A A F F F A A 0 A C dr
A A C A A A C C F A A 0 A C dr
B A E A A A D J T A A 0 A C dr
A A C A A A K J F A A 0 A C dr
F F D D E F R K F A A 0 B C dr
A A C A A A G N F A A 0 A C dr
A A C A A A K M F A A 0 A C dr
A A C A A A F J F A A 0 A C dr
A A C A A A L C F A A 0 A C dr
B B C A A A C C F A A 0 A C dr
B B C A A B L J T A A 0 A C dr
F E D E E E R Q F A A 0 B C dr
