_avgSpeed	_exSpeed	 DiffAvgExpSpeed	 Max Speed	AvgTop3Speed	_speedMedian	_maxAcceleration	_maxDecceleration	Num Of Stops(including end/start point)	duration	distance	stopDurationMedianSoFar(while moving)	ratio Of Short Stop(while moving)	ratio Of Instant Stop(in short stop)	Avg of AvgSpeed	Avg of DiffAvgExp	label
25.897380928143793	27.887878740267116 	-1.9904978121233228	66.54154901399502	66.54152989230595	26.679985336035596	24.923971196344723	-15.012865323341565	1	90	647.4345232035948	9	1	0	25.897380928143793	-1.9904978121233228		dr
43.387814046250355	46.97866874181595 	-3.5908546955655964	71.15225264353043	69.37156116294288	56.896677117202685	20.752740356554902	-14.965753210025959	1	89	1072.643180587856	10	0.5	0	34.64259748719707	-2.7906762538444596		dr
11.009083029589197	37.413916221745346 	-26.404833192156147	57.68137431160573	56.211084264908095	42.94048850633725	7.02911214252067	-7.5843587987004	1	89	272.1689971203996	11	0.3333333333333333	0	26.76475933466111	-10.662061899948355		dr
30.112913639280706	32.134027775498176 	-2.02111413621747	60.18559451249805	59.9418832837633	32.85999692068697	11.783204552714952	-14.144418726116601	1	89	744.4581427488841	11	0.25	0	27.60179791081601	-8.501824959015634		dr
11.198969600654575	17.678963080994095 	-6.47999348033952	38.54496349857836	38.54496349354885	13.405444206414089	15.16114055484003	-17.64518414691907	2	90	279.9742400163644	11	0.2	0	24.321232248783723	-8.097458663280412		dr
11.234931173789152	22.801531404304793 	-11.566600230515641	40.075016683434654	37.67651785960371	28.05251167865918	28.05251167865918	-13.127087956426344	1	88	274.6316509148459	24.5	0.16666666666666666	0	22.140182069617964	-8.675648924486284		dr
14.44199167745507	22.755007670320843 	-8.313015992865774	83.88909741641157	60.57927487479777	25.038390695864557	69.06354209687552	-53.96837870982119	3	89	357.03812758152804	24.5	0.25	0	21.040440585023266	-8.623844219969067		dr
22.751627355307246	23.66373666800631 	-0.9121093126990658	50.05928941877045	44.489443801748166	24.045010009550946	13.991774401894808	-13.507517505906684	2	71	448.71265061855956	11	0.4	0	21.254338931308762	-7.659877356560317		dr
21.46376492085251	22.093362693319328 	-0.6295977724668198	41.70289809862989	37.77094793175488	23.71999259534807	26.87793331641047	-15.017965722622424	1	89	530.6319660988537	11	0.45454545454545453	0	21.277608485702512	-6.878735180549929		dr
13.019829946187446	18.588194179656217 	-5.56836423346877	43.215981043248185	40.176997835132774	19.940435885791363	16.524520270165112	-26.68498743100042	3	73	264.0132183532454	11	0.46153846153846156	0.16666666666666666	20.451830631751005	-6.747698085841813		dr
